axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-59.0,-21.74999999999997,"2000-01-15T00:00:00",10.0,3.432969808578491,0.14931708574295044,7.865058898925781
-59.0,-21.74999999999997,"2000-02-15T00:00:00",10.0,4.884832382202148,0.3354538083076477,9.087960243225098
-59.0,-21.74999999999997,"2000-03-16T00:00:00",10.0,4.775920391082764,0.5410311222076416,9.694197654724121
-59.0,-21.74999999999997,"2000-04-15T00:00:00",10.0,5.1946024894714355,0.7184514403343201,10.212681770324707
-59.0,-21.74999999999997,"2000-05-15T00:00:00",10.0,4.487791538238525,1.9756966829299927,10.513935089111328
-59.0,-21.74999999999997,"2000-06-15T00:00:00",10.0,3.4526047706604004,2.5224618911743164,10.997978210449219
-59.0,-21.74999999999997,"2000-07-15T00:00:00",10.0,2.872509717941284,2.1737661361694336,11.142621040344238
-59.0,-21.74999999999997,"2000-08-15T00:00:00",10.0,6.349992275238037,1.4957765340805054,11.618992805480957
-59.0,-21.74999999999997,"2000-09-15T00:00:00",10.0,5.489916801452637,3.1386191844940186,12.073431015014648
-59.0,-21.74999999999997,"2000-10-15T00:00:00",10.0,3.177720308303833,2.0036261081695557,11.931842803955078
-59.0,-21.74999999999997,"2000-11-15T00:00:00",10.0,4.406424522399902,0.09985460340976715,9.944825172424316
-59.0,-21.74999999999997,"2000-12-15T00:00:00",10.0,3.290226936340332,-0.016709066927433014,8.148287773132324
