axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
71.0,9.75,"2000-01-15T00:00:00",10.0,1.4650607109069824,-0.8209338784217834,11.007386207580566
71.0,9.75,"2000-02-15T00:00:00",10.0,0.04580952972173691,-0.6955713629722595,11.281638145446777
71.0,9.75,"2000-03-16T00:00:00",10.0,0.6300753951072693,-0.07071936875581741,10.219782829284668
71.0,9.75,"2000-04-15T00:00:00",10.0,-0.1087944433093071,-1.820271611213684,9.374553680419922
71.0,9.75,"2000-05-15T00:00:00",10.0,-0.9745689630508423,-1.359134554862976,7.590377330780029
71.0,9.75,"2000-06-15T00:00:00",10.0,-0.6535992622375488,-1.8428581953048706,6.702712535858154
71.0,9.75,"2000-07-15T00:00:00",10.0,-0.07996011525392532,-0.4454658627510071,6.008240222930908
71.0,9.75,"2000-08-15T00:00:00",10.0,0.38775670528411865,0.26224857568740845,6.658378601074219
71.0,9.75,"2000-09-15T00:00:00",10.0,1.2438924312591553,-0.31484928727149963,8.384441375732422
71.0,9.75,"2000-10-15T00:00:00",10.0,-1.0206948518753052,-0.73919278383255,9.47234058380127
71.0,9.75,"2000-11-15T00:00:00",10.0,0.2363099902868271,-0.4463820159435272,9.648507118225098
71.0,9.75,"2000-12-15T00:00:00",10.0,1.0409938097000122,-1.4452966451644897,10.795761108398438
