axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-58.0,-28.99999999999997,"2000-01-15T00:00:00",10.0,3.2627573013305664,-0.49591878056526184,7.83854341506958
-58.0,-28.99999999999997,"2000-02-15T00:00:00",10.0,4.694950580596924,-0.39753836393356323,8.79024887084961
-58.0,-28.99999999999997,"2000-03-16T00:00:00",10.0,4.700588226318359,-0.3201509714126587,9.212945938110352
-58.0,-28.99999999999997,"2000-04-15T00:00:00",10.0,5.161196231842041,0.30428242683410645,9.747981071472168
-58.0,-28.99999999999997,"2000-05-15T00:00:00",10.0,4.117349624633789,1.6917290687561035,10.305554389953613
-58.0,-28.99999999999997,"2000-06-15T00:00:00",10.0,2.920405626296997,1.1830285787582397,10.249104499816895
-58.0,-28.99999999999997,"2000-07-15T00:00:00",10.0,3.4547126293182373,3.4021153450012207,11.247682571411133
-58.0,-28.99999999999997,"2000-08-15T00:00:00",10.0,7.12556791305542,2.536867141723633,12.43079948425293
-58.0,-28.99999999999997,"2000-09-15T00:00:00",10.0,4.997147083282471,2.6070449352264404,11.398204803466797
-58.0,-28.99999999999997,"2000-10-15T00:00:00",10.0,7.388700008392334,3.234717845916748,15.373356819152832
-58.0,-28.99999999999997,"2000-11-15T00:00:00",10.0,6.184532642364502,-0.14117270708084106,10.61417293548584
-58.0,-28.99999999999997,"2000-12-15T00:00:00",10.0,3.382838249206543,0.5740393400192261,9.057199478149414
