axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
54.5,-15.500000000000028,"2000-01-15T00:00:00",10.0,4.185267925262451,3.574061393737793,12.301660537719727
54.5,-15.500000000000028,"2000-02-15T00:00:00",10.0,6.3459086418151855,2.978433132171631,12.665587425231934
54.5,-15.500000000000028,"2000-03-16T00:00:00",10.0,3.0213592052459717,2.6784136295318604,10.789819717407227
54.5,-15.500000000000028,"2000-04-15T00:00:00",10.0,1.5046566724777222,0.2938401997089386,9.56890869140625
54.5,-15.500000000000028,"2000-05-15T00:00:00",10.0,1.2571011781692505,-0.30260607600212097,8.149120330810547
54.5,-15.500000000000028,"2000-06-15T00:00:00",10.0,2.2484283447265625,1.462223768234253,8.224674224853516
54.5,-15.500000000000028,"2000-07-15T00:00:00",10.0,3.1861367225646973,0.5030216574668884,7.383709907531738
54.5,-15.500000000000028,"2000-08-15T00:00:00",10.0,2.6960813999176025,1.4547992944717407,7.936618328094482
54.5,-15.500000000000028,"2000-09-15T00:00:00",10.0,2.7123477458953857,1.5731974840164185,9.0696382522583
54.5,-15.500000000000028,"2000-10-15T00:00:00",10.0,3.3243422508239746,1.6868140697479248,10.744155883789062
54.5,-15.500000000000028,"2000-11-15T00:00:00",10.0,4.625645637512207,0.9534513354301453,11.187037467956543
54.5,-15.500000000000028,"2000-12-15T00:00:00",10.0,1.8832989931106567,2.8683767318725586,11.484878540039062
