axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-45.0,-5.250000000000028,"2000-01-15T00:00:00",10.0,6.761220932006836,-0.8876896500587463,9.436344146728516
-45.0,-5.250000000000028,"2000-02-15T00:00:00",10.0,6.840458393096924,-0.991149365901947,9.718153953552246
-45.0,-5.250000000000028,"2000-03-16T00:00:00",10.0,5.981449604034424,-0.8308810591697693,9.783488273620605
-45.0,-5.250000000000028,"2000-04-15T00:00:00",10.0,6.3144636154174805,-1.4292515516281128,10.242012977600098
-45.0,-5.250000000000028,"2000-05-15T00:00:00",10.0,6.2984771728515625,-1.4040275812149048,10.849505424499512
-45.0,-5.250000000000028,"2000-06-15T00:00:00",10.0,6.339465618133545,-0.5323207974433899,10.914929389953613
-45.0,-5.250000000000028,"2000-07-15T00:00:00",10.0,6.922051906585693,-1.0151872634887695,11.442056655883789
-45.0,-5.250000000000028,"2000-08-15T00:00:00",10.0,6.923527240753174,-0.6943947076797485,11.427706718444824
-45.0,-5.250000000000028,"2000-09-15T00:00:00",10.0,5.891470432281494,-0.3995414972305298,10.752405166625977
-45.0,-5.250000000000028,"2000-10-15T00:00:00",10.0,6.316658020019531,-1.0876168012619019,10.245929718017578
-45.0,-5.250000000000028,"2000-11-15T00:00:00",10.0,5.977970600128174,-1.3493562936782837,9.704341888427734
-45.0,-5.250000000000028,"2000-12-15T00:00:00",10.0,5.939916610717773,-1.7122496366500854,9.322330474853516
