axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-42.5,-45.75000000000003,"2000-01-15T00:00:00",10.0,3.0860772132873535,-1.5177280902862549,7.8082966804504395
-42.5,-45.75000000000003,"2000-02-15T00:00:00",10.0,2.710491418838501,-0.964412271976471,7.921361923217773
-42.5,-45.75000000000003,"2000-03-16T00:00:00",10.0,3.111713171005249,-0.6064221262931824,8.571576118469238
-42.5,-45.75000000000003,"2000-04-15T00:00:00",10.0,3.537795066833496,0.14023950695991516,9.001991271972656
-42.5,-45.75000000000003,"2000-05-15T00:00:00",10.0,4.097998142242432,1.2766989469528198,9.455430030822754
-42.5,-45.75000000000003,"2000-06-15T00:00:00",10.0,4.722160816192627,0.4896318316459656,10.029938697814941
-42.5,-45.75000000000003,"2000-07-15T00:00:00",10.0,4.768344402313232,-0.0872461348772049,9.368571281433105
-42.5,-45.75000000000003,"2000-08-15T00:00:00",10.0,3.9112672805786133,-0.4076995551586151,8.999415397644043
-42.5,-45.75000000000003,"2000-09-15T00:00:00",10.0,3.442288398742676,0.04835886135697365,8.974994659423828
-42.5,-45.75000000000003,"2000-10-15T00:00:00",10.0,2.734431505203247,-0.934932291507721,8.533231735229492
-42.5,-45.75000000000003,"2000-11-15T00:00:00",10.0,3.45930552482605,-1.0171462297439575,8.221899032592773
-42.5,-45.75000000000003,"2000-12-15T00:00:00",10.0,3.6999337673187256,-0.9647232294082642,8.278736114501953
