axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-12.75,-5.250000000000028,"2000-01-15T00:00:00",10.0,-4.3782124519348145,4.109382629394531,6.131378173828125
-12.75,-5.250000000000028,"2000-02-15T00:00:00",10.0,-4.281635761260986,4.090836048126221,6.074245929718018
-12.75,-5.250000000000028,"2000-03-16T00:00:00",10.0,-4.839981555938721,4.447083950042725,6.6859517097473145
-12.75,-5.250000000000028,"2000-04-15T00:00:00",10.0,-5.323416233062744,4.428546905517578,7.065998554229736
-12.75,-5.250000000000028,"2000-05-15T00:00:00",10.0,-5.604355812072754,4.336671829223633,7.222710132598877
-12.75,-5.250000000000028,"2000-06-15T00:00:00",10.0,-5.675061225891113,4.47494649887085,7.370652675628662
-12.75,-5.250000000000028,"2000-07-15T00:00:00",10.0,-5.96186637878418,4.646650314331055,7.688887119293213
-12.75,-5.250000000000028,"2000-08-15T00:00:00",10.0,-6.037503242492676,4.906045913696289,7.911148548126221
-12.75,-5.250000000000028,"2000-09-15T00:00:00",10.0,-5.5504841804504395,4.736550331115723,7.434143543243408
-12.75,-5.250000000000028,"2000-10-15T00:00:00",10.0,-5.2881011962890625,4.66389274597168,7.163874626159668
-12.75,-5.250000000000028,"2000-11-15T00:00:00",10.0,-5.012744426727295,4.497184753417969,6.846491813659668
-12.75,-5.250000000000028,"2000-12-15T00:00:00",10.0,-4.595285415649414,4.268364429473877,6.378637313842773
