axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
57.0,-47.75000000000003,"2000-01-15T00:00:00",10.0,3.8744263648986816,-1.2457501888275146,13.090973854064941
57.0,-47.75000000000003,"2000-02-15T00:00:00",10.0,5.343425273895264,-0.7658916711807251,12.258225440979004
57.0,-47.75000000000003,"2000-03-16T00:00:00",10.0,2.892327308654785,-2.006061553955078,12.067559242248535
57.0,-47.75000000000003,"2000-04-15T00:00:00",10.0,0.6763305068016052,-1.361433744430542,10.02529239654541
57.0,-47.75000000000003,"2000-05-15T00:00:00",10.0,0.3367938697338104,-0.4245164096355438,8.167466163635254
57.0,-47.75000000000003,"2000-06-15T00:00:00",10.0,-0.5881698727607727,0.26634901762008667,7.474693775177002
57.0,-47.75000000000003,"2000-07-15T00:00:00",10.0,0.9231154918670654,0.7205453515052795,6.497154712677002
57.0,-47.75000000000003,"2000-08-15T00:00:00",10.0,2.228701114654541,0.4955142140388489,7.354339122772217
57.0,-47.75000000000003,"2000-09-15T00:00:00",10.0,2.3220784664154053,-0.28354761004447937,8.774650573730469
57.0,-47.75000000000003,"2000-10-15T00:00:00",10.0,2.806033134460449,-1.4597691297531128,9.949515342712402
57.0,-47.75000000000003,"2000-11-15T00:00:00",10.0,3.5578033924102783,-0.9367775321006775,10.834031105041504
57.0,-47.75000000000003,"2000-12-15T00:00:00",10.0,2.359469413757324,-0.7003750205039978,11.865904808044434
