axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-48.25,-19.24999999999997,"2000-01-15T00:00:00",10.0,6.700076580047607,-1.1597669124603271,9.842577934265137
-48.25,-19.24999999999997,"2000-02-15T00:00:00",10.0,6.604770183563232,-0.6375457048416138,9.785954475402832
-48.25,-19.24999999999997,"2000-03-16T00:00:00",10.0,6.064537525177002,-0.7040656805038452,9.976468086242676
-48.25,-19.24999999999997,"2000-04-15T00:00:00",10.0,6.799281120300293,-0.6344568133354187,10.750166893005371
-48.25,-19.24999999999997,"2000-05-15T00:00:00",10.0,6.315609455108643,-0.00321212038397789,11.115413665771484
-48.25,-19.24999999999997,"2000-06-15T00:00:00",10.0,6.599647045135498,-0.07526025176048279,11.424723625183105
-48.25,-19.24999999999997,"2000-07-15T00:00:00",10.0,6.911779403686523,-0.5796956419944763,11.664944648742676
-48.25,-19.24999999999997,"2000-08-15T00:00:00",10.0,6.520312309265137,0.21127845346927643,11.292264938354492
-48.25,-19.24999999999997,"2000-09-15T00:00:00",10.0,5.614928722381592,-0.0773618072271347,10.776886940002441
-48.25,-19.24999999999997,"2000-10-15T00:00:00",10.0,6.4254045486450195,-0.7668760418891907,10.199450492858887
-48.25,-19.24999999999997,"2000-11-15T00:00:00",10.0,6.285027980804443,-0.7865503430366516,9.669208526611328
-48.25,-19.24999999999997,"2000-12-15T00:00:00",10.0,5.604564666748047,-1.464985966682434,9.46633529663086
