axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-68.75,-19.5,"2000-01-15T00:00:00",10.0,-0.5424066185951233,0.6160521507263184,6.561480522155762
-68.75,-19.5,"2000-02-15T00:00:00",10.0,-0.11413087695837021,1.1115778684616089,6.839616298675537
-68.75,-19.5,"2000-03-16T00:00:00",10.0,1.0146671533584595,2.0781030654907227,7.9435954093933105
-68.75,-19.5,"2000-04-15T00:00:00",10.0,-0.1838226616382599,3.322239398956299,8.85234546661377
-68.75,-19.5,"2000-05-15T00:00:00",10.0,-2.1038191318511963,4.324301242828369,9.633111000061035
-68.75,-19.5,"2000-06-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-07-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-08-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-09-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-10-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-11-15T00:00:00",10.0,,,
-68.75,-19.5,"2000-12-15T00:00:00",10.0,0.30606982111930847,0.5680311322212219,7.923048496246338
