axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
75.5,37.75,"2000-01-15T00:00:00",10.0,-3.2381908893585205,0.9646376371383667,9.972332954406738
75.5,37.75,"2000-02-15T00:00:00",10.0,-3.173895835876465,1.5473837852478027,9.673922538757324
75.5,37.75,"2000-03-16T00:00:00",10.0,-3.4301676750183105,-1.2759870290756226,10.03938102722168
75.5,37.75,"2000-04-15T00:00:00",10.0,-0.6139858961105347,-1.900897741317749,8.516434669494629
75.5,37.75,"2000-05-15T00:00:00",10.0,-1.7485796213150024,-0.9608415961265564,6.7043657302856445
75.5,37.75,"2000-06-15T00:00:00",10.0,0.8201385736465454,-0.8764524459838867,5.006004333496094
75.5,37.75,"2000-07-15T00:00:00",10.0,0.3155653178691864,-0.3093298673629761,5.330583572387695
75.5,37.75,"2000-08-15T00:00:00",10.0,-0.2652738392353058,-0.6941488981246948,5.868220329284668
75.5,37.75,"2000-09-15T00:00:00",10.0,-0.16148343682289124,-0.18825030326843262,7.351887226104736
75.5,37.75,"2000-10-15T00:00:00",10.0,-1.945048451423645,-1.5153104066848755,8.835143089294434
75.5,37.75,"2000-11-15T00:00:00",10.0,-1.4466980695724487,-0.3590494394302368,9.06379508972168
75.5,37.75,"2000-12-15T00:00:00",10.0,-1.641096591949463,-1.6379069089889526,10.345464706420898
