axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
-62.25,-7.999999999999972,"2000-01-15T00:00:00",10.0,2.6673381328582764,0.9341402649879456,7.134353160858154
-62.25,-7.999999999999972,"2000-02-15T00:00:00",10.0,2.9291112422943115,0.9680259227752686,7.844697952270508
-62.25,-7.999999999999972,"2000-03-16T00:00:00",10.0,3.731957197189331,1.5373549461364746,9.146138191223145
-62.25,-7.999999999999972,"2000-04-15T00:00:00",10.0,3.648719549179077,0.8425681591033936,9.14618968963623
-62.25,-7.999999999999972,"2000-05-15T00:00:00",10.0,3.960566759109497,2.708732843399048,9.659419059753418
-62.25,-7.999999999999972,"2000-06-15T00:00:00",10.0,5.417164325714111,3.766645908355713,11.773294448852539
-62.25,-7.999999999999972,"2000-07-15T00:00:00",10.0,,,
-62.25,-7.999999999999972,"2000-08-15T00:00:00",10.0,,,
-62.25,-7.999999999999972,"2000-09-15T00:00:00",10.0,,,
-62.25,-7.999999999999972,"2000-10-15T00:00:00",10.0,,,
-62.25,-7.999999999999972,"2000-11-15T00:00:00",10.0,,,
-62.25,-7.999999999999972,"2000-12-15T00:00:00",10.0,2.0342843532562256,0.43780532479286194,8.078166007995605
