axis:latitude,axis:longitude,axis:time,axis:z,data:u,data:v,data:w
38.5,-23.0,"2000-01-15T00:00:00",10.0,2.4632723331451416,0.8552804589271545,9.361608505249023
38.5,-23.0,"2000-02-15T00:00:00",10.0,-0.2015671730041504,0.3017306625843048,8.029727935791016
38.5,-23.0,"2000-03-16T00:00:00",10.0,0.9278169274330139,0.13649745285511017,8.728870391845703
38.5,-23.0,"2000-04-15T00:00:00",10.0,1.6471073627471924,-1.1219991445541382,8.257550239562988
38.5,-23.0,"2000-05-15T00:00:00",10.0,1.7280856370925903,-1.3930634260177612,7.01875114440918
38.5,-23.0,"2000-06-15T00:00:00",10.0,1.2811213731765747,-0.6377967596054077,6.030261516571045
38.5,-23.0,"2000-07-15T00:00:00",10.0,0.6106656193733215,-2.3805551528930664,5.430440425872803
38.5,-23.0,"2000-08-15T00:00:00",10.0,0.7968761920928955,-1.7621327638626099,5.763365745544434
38.5,-23.0,"2000-09-15T00:00:00",10.0,0.6244649291038513,-0.5565633177757263,6.243740558624268
38.5,-23.0,"2000-10-15T00:00:00",10.0,1.9937388896942139,-0.6102710366249084,8.469528198242188
38.5,-23.0,"2000-11-15T00:00:00",10.0,0.7950147390365601,-1.5548534393310547,8.822507858276367
38.5,-23.0,"2000-12-15T00:00:00",10.0,2.0569708347320557,0.736708402633667,10.060271263122559
